Title,Description,Identifier,DatePosted,ValidThrough,Qualifications,ExperienceMonths,OccupationalCategory,Responsibilities,Industry,Skills,SpecialCommitments,WorkHours,EmploymentType,OrganizationName,OrganizationType,OrganizationSameAs,OrganizationLogo,LocationLocality,LocationRegion,LocationPostalCode,LocationStreetAddress,LocationCountry
Consultant - Data reporting & Analytics,"What youll be doing... Youll join our audit team that will enable you to positively impact the way we do business. This group will provide you the foundation to be a change agent, providing objective evaluations of our internal systems and processes to identify areas of risk and operational and/or technology efficiency. Your highly visible role will involve collaborating with other members of the internal audit team and business units to review existing practices. Developing plans and supporting your internal partners to understand the key role they play in maintaining strong internal controls will be critical in reducing risk, increasing operational efficiency, and protecting our shareholders, customers, and employees. Making recommendations based on data with excellent visual representations of storiesbased on data for making critical business decisions. Exploring research in the data science field and utilizing open-source research results forthe improvement of customer facing products. Collaborating with cross teams i.e. engineers, managers, stakeholders and identifyingopportunities to improve functional e our products and customer experience. Developing comprehensive understanding of data and complexity of multiple systems todevelop a seamless data pipeline which can visualize data at scale with cent percentaccuracy. Being a high visibility leader to drive organizational change and guide the business to asuccessful future state. Attending learning programs, training and networking sessions while preparing yourself tobecome a future leader in our organization through a defined career path. What were looking for... Youre a phenomenal teammate who enjoys collaborating with various partners to achieve winning outcomes. You understand the importance of keeping the lines of communication across all levels to earn trust. You listen carefully with an intent to understand. You like digging into the details and coming up with recommendations that will have a huge impact. Youll need to have: Bachelors degree or four or more years of experience. Experience in designing and executing financial, operational, and technology audit programs that target high-risk areas in the companys controls, systems, and processes. Experience managing multiple audits encompasses the ability to efficientlyhandle and prioritize a diverse range of tasks, ensuring successful project managementoutcomes. Experience writing queries for reporting, analysis and extraction of data from big data systems. Even better if you have one or more of the following: Willingness to travel up to 25% of the time. Audit experience with a Big 4 Public Accounting firm in operation and technology audits. CA, CPA, CIA, CISA, CISSP certification earned or in progress or other relevant certification. Knowledge of big data tools (SQL, Spark, and Splunk) ie. manipulating mining data fromthese systems. Experience managing concurrent projects. Strong verbal and written communication skills. The ability to perform basic data queries and executive summary data visualizations through the use of SQL, Google Data Studio, Tableau, Alteryx, Qlik etc.",80524909189,2024-05-08,2024-08-06,EducationalOccupationalCredential,48,Data Science & Analytics,Analytics Consultant,Telecom / ISP,"Google Data Studio, Alteryx, Tableau, SQL, Qlik, auditing, internal audit, cissp, data science, spark, cisa, big data, Splunk",-,9am-6pm,"Full Time, Permanent",Verizon,Organization,Verizon,https://www.naukri.com/hotjobs/images/v3/verzon6.gif,Hyderabad,Hyderabad,-,-,-
Advisory Services Consultant - Business System Analyst,"Primary Responsibilities: Work with product manager/owner and other business stakeholder groups to solicit understanding of business strategy, scope, objectives, and priorities Coordinate with business and IT stakeholders to gather and document business requirements/user stories and confirm technical feasibility Work with UX/UI designer to ensure designs meet user stories/business requirements Serve as liaison between technology team and business stakeholders to provide business requirements/SME support throughout the delivery lifecycle Document Customer Acceptance Testing (CAT) Plan and facilitation execution of CAT including defect management and ensure quality assurance processes are integrated into software development life cycle Support the coordination and facilitation of business readiness activities including but not limited to marketing, communication, training, and business process re-engineering Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so Required Qualifications: Bachelors degree Experience in understanding application design and architecture Experience and understanding of software development lifecycle and technologies Hands on Experience in Data Analysis and writing SQL queries Hands on experience and writing and executing business/customer acceptance testing Proven great analytical, critical thinking and problem-solving abilities Proficiency in Agile methodologies and Software development management tools (Ex: Rally, Jira, ALM etc.). Proficiency in understanding the requirement, develop user story and acceptance criteria Ability to drive and manage technical design, development and testing and client implementation plans Ability to analyze complex data and make informed decisions Adaptable and capable of working in a fast-paced environment Proven excellent written and verbal communication skills Proven excellent organizational skills and attention to detail Preferred Qualifications: Experience with soliciting and documenting business requirements/user stories Experience working with business and IT stakeholders across technology development lifecycle (Discovery, Design, Development, Test, and Launch phase) Functional knowledge of technical platforms such as Salesforce, Content Management Systems, Marketing, eCommerce Platforms",80524907830,2024-05-08,2024-08-06,EducationalOccupationalCredential,24,Data Science & Analytics,Business Analyst,Retail,"Business System Analysis, system analysis, software development life cycle, Content Management Systems, product management, communication training, user interface designing, marketing communication, eCommerce Platforms, communication skills, Salesforce, Marketing",-,9am-6pm,"Full Time, Permanent",Optum,Organization,Optum,https://www.naukri.com/hotjobs/images/v3/uhgispl_nov13.gif,Hyderabad,Hyderabad,-,-,-
Vision Plus Developer/ Analyst,"Responsibilities A day in the life of an Infoscion As part of the Infosys consulting team, your primary role would be to actively aid the consulting team in different phases of the project including problem definition, effort estimation, diagnosis, solution generation and design and deployment  You will explore the alternatives to the recommended solutions based on research that includes literature surveys, information available in public domains, vendor evaluation information, etc. and build POCs  You will create requirement specifications from the business needs, define the to-be-processes and detailed functional designs based on requirements. You will support configuring solution requirements on the products; understand if any issues, diagnose the root-cause of such issues, seek clarifications, and then identify and shortlist solution alternatives You will also contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Technical and Professional Requirements: Primary skills: Financial Services Domain->Cards->Vision Plus  Additional Responsibilities: Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data Awareness of latest technologies and trends Logical thinking and problem solving skills along with an ability to collaborate Ability to assess the current processes, identify improvement areas and suggest the technology solutions  One or two industry domain knowledge  Educational Requirements Bachelor of Engineering,Bachelor Of Technology (Integrated),Bachelor Of Business Adm.,Bachelor of Business Mgmt.,Master Of Engineering,Chartered Accountant,Master Of Technology,Master Of Business Adm.,Master Of Business Management  Service Line Application Development and Maintenance *  Location of posting is subject to business requirements",80524907327,2024-05-08,2024-08-06,EducationalOccupationalCredential,24,Data Science & Analytics,Business Analyst,IT Services & Consulting,"Vision Plus, Financial Services, solution generation, design deployment, effort estimation",-,9am-6pm,"Full Time, Permanent",Infosys,Organization,Infosys,https://www.naukri.com/hotjobs/images/v3/infosys_nov13.gif,Hyderabad,Hyderabad,-,-,-
Deputy Manager,"Responsibilities Design, implement, and maintain reports / dashboard / visualizations for complex business needs Translates business requirements into technical requirements to implement reports and dashboards. Understands, analyzes, designs, develops and documents Business Intelligence deliverables Developer with experience on developing reports/dashboards on Microsoft Power BI Extensive experience in writing DAX formulae, data formatting on Power BI desktop Ability to define a data model, data flows, create and customize visualizations, hierarchies and drill-down Ability to create and deploy reports/dashboards on Power BI service portal Ability to conduct complex analysis, develop and communicate insights generated from the analysis in a clear and concise manner Advanced Excel experience in Data Visualization, Power Pivots, Power Query, Excel VBA Macro Medium to strong MS SQL querying and programming skills Ensure appropriate standards and procedures are adhered to during the development process to support a quality deliverable Independently manage tasks and responsibilities as assigned by the Team/ Project Manager Effective written and verbal communication skills Knowledge and Exposure of Microsoft Advanced Excel with Macros/ Queries is mandatory. Automate data import and export between Excel, Binary and other source application. Automate routine reports using Excel and provide needed data and assistance on various projects. Work with multiple teams to identify, support and implement quality / continuous improvement opportunities maintain positive work relationships with members. Responds to routine questions related to area of responsibility. Qualifications Highly proficient with Power BI, Tableau, Microsoft Excel Queries and VBA for reporting Independent decision making is a plus Must possess a sense of urgency and be able to prioritize work load Extreme attention to details and accuracy Strong problem solving skills Must be able to meet tight deadlines Min of 3-4 years of experience in Automation of reports Good team player & Good analytical skills Should possess Excellent communication & people skills",80524905453,2024-05-08,2024-08-06,EducationalOccupationalCredential,36,Data Science & Analytics,Analytics / BI Manager,Beverage (Brewery / Distillery),"Power BI, Microsoft Excel Queries, Excel VBA Macro, Data Visualization, Tableau, Power Pivots, Power Query",-,9am-6pm,"Full Time, Permanent",Pepsico,Organization,Pepsico,https://img.naukimg.com/logo_images/groups/v1/235536.gif,Hyderabad,Hyderabad,-,-,-
Senior Capability Analyst,"                   Compile and organize healthcare and financial data to support data-driven decision making across the organization              Promote the evolution of financial analytics to increase insight generation, root-cause identification, and best-practice adoption              Provide support and assistance in identifying opportunities to adopt sophisticated analytical models that enable insights and clear actionability to support organizational goals              Ensure complete and accurate data capture for the continuous rationalization of the financial analytics portfolio              Follow content curation and dissemination processes as defined and tailored to all levels of decision making              Support and assist in the creation of analytics that support effective decision making across financial and VBC stakeholders              Support analytic leaders as they partner with other domain leaders to infuse financial insights into the decision-making process for clinical, operational, growth, VBC and other focus areas              Support efforts to create new analytical insights and capabilities related to financial health, quality, outcomes, performance, and other related areas              Provide support and assistance in the creation of solutions that effectively support all known requirements and effectively answer the relevant questions about performance and opportunities for optimization              Support prioritization efforts of competing business needs within the financial domain considering resource availability              Follow best practices of content curation and analytical storytelling for financial reporting and analytics              Ensure effective documentation processes throughout all the entire analytical lifecycle              Follow protocols developed by analytical platform teams, data engineering, and data governance to support analytical best-practices and common standards                  Required Qualifications:                  Masters degree in business administration or Health System Administration              5+ years of healthcare experience with knowledge and background in health system analytics and/or              3 - 5 years of experience in financially focused consulting engagements or large internal healthcare projects/programs for health care delivery systems              Depth of experience and proven track record creating and promoting analytics-based decision making within healthcare organizations              Experience and credibility interacting with all levels of leadership              Expertise in the compiling and organizing healthcare and operational data              Familiarity with key health management related areas, e.g. network management, value-based care, population health, quality, compliance, provider engagement, etc.              General knowledge of the health care ecosystem, including understanding the relationship between payers and providers, and how analytics enables transformation              Solid ability to manage analytics initiatives with guidance              Ability to manage multiple client initiatives or projects concurrently              Ability to communicate complex concepts verbally and in writing              Willingness to travel up to 10%                      Preferred Qualifications:                  Solid experience in PowerPoint and Advanced Excel              Expertise in Strategic Analytics (Marketing, Consumer Experience, Growth, Service Line Operations)              Experience in SQL / Power BI (BI Dashboard Analytics Tools)        ",80524502536,2024-05-08,2024-08-06,EducationalOccupationalCredential,60,Data Science & Analytics,Analytics Consultant,Medical Services / Hospital,"Career development, Financial reporting, Analytical, Financial analytics, Consulting, power bi, Healthcare, Operations, Analytics, SQL",-,9am-6pm,"Full Time, Permanent",Optum,Organization,Optum,https://img.naukimg.com/logo_images/groups/v1/2773130.gif,Hyderabad,Hyderabad,-,-,-
Advisory Services Senior Consultant - Business Analyst,"         In this newly created position within Advisory Board s technology organization, the IT Business Analyst, will participate in Advisory Board s technology related projects (includes major projects, minor projects, and enhancements)        This resource will be expected to develop a deep understanding of the Advisory Board Research business and play a key role in all technology related initiatives as we continue this amazing journey of transforming and modernizing our technology ecosystem in support of our new and exciting business transformatio                                Primary Responsibilities:                  Work with product manager/owner and other business stakeholder groups to solicit understanding of business strategy, scope, objectives, and priorities              Skills - Data analysis , Reporting, SQL, excel. Domain - Healthcare              Coordinate with business and IT stakeholders to gather and document business requirements/user stories and confirm technical feasibility              Work with UX/UI designer to ensure designs meet user stories/business requirements              Serve as liaison between technology team and business stakeholders to provide business requirements/SME support throughout the delivery lifecycle              Document Customer Acceptance Testing (CAT) Plan and facilitation execution of CAT including defect management and ensure quality assurance processes are integrated into software development life cycle              Support the coordination and facilitation of business readiness activities including but not limited to marketing, communication, training, and business process re-engineering              Technical product management experience in stakeholder management and product life cycle management including product roadmap Technical product design and architecture and acceptance                  Preferred Qualifications:                  Bachelor s degree              11 + years of experience as Business system Analyst/ Technical Product Owner              US Health Care experience              Experience and understanding of software development lifecycle and technologies              Hands on Experience in Data Analysis and writing SQL queries              Hands on experience in developing and executing business/customer acceptance testing plan which includes writing and executing business/customer acceptance tests, defect remediation and approve for product delivery              Proven excellent stakeholder management skills, driving and coordinating with business, technology and SMEs for product/application delivery              Proven great analytical, critical thinking and problem-solving abilities              Proficiency in Agile methodologies and Software development management tools (Ex: Rally, Jira etc.)              Ability to analyze business requirement and elicitate and document user stories along with Acceptance criteria              Ability to drive and manage technical design, development and testing and client implementation plans              Ability to analyze complex data and make informed decisions              Adaptable and capable of working in a fast-paced environment              Proven excellent written and verbal communication skills              Proven excellent organizational skills and attention to detail                      Preferred Qualifications:                  Experience with soliciting and documenting business requirements/user stories              Experience working with business and IT stakeholders across technology development lifecycle (Discovery, Design, Development, Test, and Launch phase)              Functional knowledge of technical platforms such as Salesforce, Content Management Systems, Marketing, eCommerce Platforms        ",80524502529,2024-05-08,2024-08-06,EducationalOccupationalCredential,132,Data Science & Analytics,Business Analyst,Medical Services / Hospital,"Product management, Data analysis, Content management, Manager Quality Assurance, Analytical, Agile, Healthcare, Product design, JIRA, Salesforce",-,9am-6pm,"Full Time, Permanent",Optum,Organization,Optum,https://img.naukimg.com/logo_images/groups/v1/2773130.gif,Hyderabad,Hyderabad,-,-,-
Capability Manager,"                   Lead efforts to create new analytical insights and capabilities related to clinical effectiveness, quality, outcomes, performance, and other related areas              Partner with analytics principals to create solutions that effectively support all known requirements and effectively answer the relevant questions about performance and opportunities for optimization              Support prioritization efforts of competing business needs within the clinical domain considering resource availability              Act as a subject matter expert in the best practices of content curation and analytical storytelling for clinical reporting and analytics              Ensure effective documentation processes throughout all the entire analytical lifecycle              Create content onboarding and rollout strategies that promote the adoption and utilization of new analytical tools, products, or capabilities              Partner with analytical platform teams, data engineering, and data governance to support analytical best-practices and common standards                  Required Qualifications:                  Bachelor s Degree              7+ years of healthcare experience with knowledge and background in health system analytics and/or              3 - 5 years of experience in clinically focused consulting engagements or large internal healthcare projects/programs for health care delivery systems              Depth of experience and proven track record creating and promoting analytics-based decision making within healthcare organizations              Expertise in the operational processes and clinical decision making in the various providers within a health care delivery system, e.g. hospitals, medical groups, post-acute care organizations, physician practices, ambulatory surgical centers, etc.              Working knowledge of key health management related areas, e.g. network management, value-based care, population health, quality, compliance, provider engagement, etc.              Experience in the health care ecosystem, including understanding the relationship between payers and providers, and how analytics enables transformation              Experience and credibility interacting with all levels of leadership              Solid ability to manage analytics initiatives with minimal guidance              Ability to manage multiple client initiatives or projects              Ability to communicate complex concepts verbally and in writing              Willingness to travel up to 10%        ",80524502515,2024-05-08,2024-08-06,EducationalOccupationalCredential,84,Data Science & Analytics,Analytics / BI Manager,Medical Services / Hospital,"Career development, Surgical, Analytical, Pharmacy, Diversity and Inclusion, Consulting, Healthcare, Subject Matter Expert, Operations, Analytics",-,9am-6pm,"Full Time, Permanent",Optum,Organization,Optum,https://img.naukimg.com/logo_images/groups/v1/2773130.gif,Hyderabad,Hyderabad,-,-,-
Advisory Services Consultant - Business System Analyst,"                   Work with product manager/owner and other business stakeholder groups to solicit understanding of business strategy, scope, objectives, and priorities              Coordinate with business and IT stakeholders to gather and document business requirements/user stories and confirm technical feasibility              Work with UX/UI designer to ensure designs meet user stories/business requirements              Serve as liaison between technology team and business stakeholders to provide business requirements/SME support throughout the delivery lifecycle              Document Customer Acceptance Testing (CAT) Plan and facilitation execution of CAT including defect management and ensure quality assurance processes are integrated into software development life cycle              Support the coordination and facilitation of business readiness activities including but not limited to marketing, communication, training, and business process re-engineering                  Required Qualifications:                  Bachelor s degree              Experience in understanding application design and architecture              Experience and understanding of software development lifecycle and technologies              Hands on Experience in Data Analysis and writing SQL queries              Hands on experience and writing and executing business/customer acceptance testing              Proven great analytical, critical thinking and problem-solving abilities              Proficiency in Agile methodologies and Software development management tools (Ex: Rally, Jira, ALM etc.).              Proficiency in understanding the requirement, develop user story and acceptance criteria              Ability to drive and manage technical design, development and testing and client implementation plans              Ability to analyze complex data and make informed decisions              Adaptable and capable of working in a fast-paced environment              Proven excellent written and verbal communication skills              Proven excellent organizational skills and attention to detail                                  Preferred Qualifications:                  Experience with soliciting and documenting business requirements/user stories              Experience working with business and IT stakeholders across technology development lifecycle (Discovery, Design, Development, Test, and Launch phase)              Functional knowledge of technical platforms such as Salesforce, Content Management Systems, Marketing, eCommerce Platforms        ",80524502514,2024-05-08,2024-08-06,EducationalOccupationalCredential,12,Data Science & Analytics,Business Analyst,Medical Services / Hospital,"Career development, Data analysis, Content management, Manager Quality Assurance, Analytical, Agile, Design development, Software development life cycle, Business strategy, Salesforce",-,9am-6pm,"Full Time, Permanent",Optum,Organization,Optum,https://img.naukimg.com/logo_images/groups/v1/2773130.gif,Hyderabad,Hyderabad,-,-,-
Compliance Business Analyst,"       This role would require the Analyst to assist on Pre-Trade/Batch Compliance, Client Certifications and other tasks involving review, research and analysis     The analyst would monitor compliance with investment restrictions stipulated by a variety of sources including but not limited to Franklin Templeton Internal Policies, fund documentation, client account guidelines, and regulatory requirements     Routine audits will also be performed to ensure the integrity of electronic archives, analyst assignments, as well as various forms of information retention     Additionally, the position will involve different forms of data maintenance specific to account status tracking, correspondence filing as well as involvement in the administration of the department s virtual information repository     The position would also require the analyst to have good understanding of complex securities, fixed income, and equity products     The role would also require the analyst to possess good communication skills     The analyst would be required to exhibit knowledge of various aspects of financial markets especially with regards to asset classes, trading fundamentals etc     along with behavioral dexterity to manage professional rapport while working with various teams               What are the ongoing responsibilities of a Compliance Business Analyst               Duties / Responsibilities:             Conduct timely and accurate compliance analysis of portfolio holdings, composition and historical transactions to verify compliance with applicable investment exposure and activity limitations stemming from regulatory requirements, client mandate, applicable policies, etc          Pre/ Post trade compliance analysis         Certifications         Project management         Manual Tasks         Team Building activities and helping Supervisor/ Manager with MIS tools                   What ideal qualifications, skills experience would help someone to be successful           Education and Experience:             Bachelor s in commerce with 2 - 5 years experience         Experience with Financial services Industry, Mutual fund, Stock broking (preferably in portfolio/investment compliance)         Good in Excel and handling different application (Macro/ Access knowledge will be added advantage)         Knowledge of Charles River Application - preferable         Knowledge of asset classes, derivatives and trade flows - Mandatory                 Knowledge, Skills, and Abilities:             Ability to work with teams from different locations and experience to multi-task         Strong interpersonal skills and a talent for building trusted relationships with all level of staff including senior management to accomplish common goals.         Exceptional analytical skills, ability to troubleshoot issues quickly and provide timely responses and accuracy.         Strong attention to detail and accuracy         Excellent written and oral communication and presentation skills         Must be willing to work US shifts for real-time support if required.                 Licenses and Certifications:             Certifications in Derivatives Mutual funds (desirable)                 Additional Desirable Qualifications:             CA (Inter), CS (Inter), CFA Level1-2         Certification course in CRD         Charles River or Aladdin experience a plus                 Problem Solving and Decision Making:             Ability to work independently pro-actively look for solution.         Strong time management skills and ability to handle multiple tasks under time pressure.       ",80524501360,2024-05-08,2024-08-06,EducationalOccupationalCredential,24,Data Science & Analytics,Business Analyst,Banking,"Wealth management, MIS, Mutual funds, Project management, Fixed income, Asset management, Financial services, Team building, Investment, Stock broking",-,9am-6pm,"Full Time, Permanent",Franklin Templeton,Organization,Franklin Templeton,https://img.naukimg.com/logo_images/groups/v1/384072.gif,Hyderabad,Hyderabad,-,-,-
BSP Data Analyst,"       Benefit Street Partners is seeking to hire a highly motivated, detailed oriented individual to work on the Data Operations team. The role of the team is to provide support to diverse back-office functions and teams within the organization. This is a great opportunity for growth and to contribute to various processes across many teams that include Operations, Finance, Collateralized Loan Obligations (CLO), Private Debt (PD) and Alcentra. The team executes daily, monthly, and quarterly reporting, reconciliations, and other administrative tasks. The individual in this position will report directly to the Supervisor based in Hyderabad, India.               What is BSP Data Analys team responsible for               Responsibilities include but are not limited to:             Daily, weekly, monthly reporting and dashboard monitoring for various functions across BSP teams.         Review accuracy of pricing screen, zero position and fractional position clearance.         Work on asset reconciliation breaks with internal partners and external custodian banks.         Conduct weekly bank fees reconciliation in the internal book of records.         Identify trade discrepancies between internal systems.         Capture and maintain underlying financial data of BSP s borrower.         Compile data from various sources to produce reports on portfolio pricing analysis and liquidity ratings.               What ideal qualifications, skills experience would help someone to be Successful               The successful candidate will ideally possess:             2,3+ years of experience in back-office operations within the financial services industry, preferably in alternative asset management.         Bachelor s degree in business, economics or related major         Fluent in English (spoken and written)         Analytical skills and strong attention to detail and accuracy         Proficient computer skills including applications within Microsoft Office          Ability to effectively tailor communication with a diverse range of business partners         Flexible approach towards office / hybrid work arrangement (3 days in-office minimum requirement)       ",80524501359,2024-05-08,2024-08-06,EducationalOccupationalCredential,24,Data Science & Analytics,Data Analyst,Banking,"Loans, Administration, pricing analysis, Wealth management, Reconciliation, Asset management, Operations, Financial services, Monitoring, commercial real estate",-,9am-6pm,"Full Time, Permanent",Franklin Templeton,Organization,Franklin Templeton,https://img.naukimg.com/logo_images/groups/v1/384072.gif,Hyderabad,Hyderabad,-,-,-
Tax Operations / Technology Senior Analyst," The Tax Operations and Technology Team is looking to add an experienced Senior Analyst to help accelerate the advancement of the Global Tax & Insurance Department through scalable and sustainable processes, efficient use of data, and effective deployment of leading technology. The Senior Analyst will collaborate with all teams across the department in a continuing effort to digitally transform the Tax and Insurance function. The ideal candidate is an organized individual who is able to operate with minimal instruction, resolve ambiguity, has excellent communication skills, and loves learning/building with an eye for design.                     Responsibilities           Support design and implementation of data warehouse solutions at scale including setup, governance, migration, ETL processes, and enablement         Support implementation of Tax/Insurance specific use cases of AI         Extensive utilization of data engineering and visualization tools for projects         Collaborate with worldwide teams in the Global Tax and Insurance Department for process improvements and technology implementation         Support execution of operations/technology projects in business analyst capacity by identifying and executing on opportunities for process improvement in alignment with Design Thinking framework         Implement technology solutions and support enablement to advance operations within the department         Become primary operations and technology resource to the local Salesforce Tax and Insurance Team         Train to be a Salesforce Administrator for internal custom Salesforce Org of 70+ users         Responsibilities to include enhancements, bug fixes, building/maintaining automation         Become a Salesforce Certified Administrator within first year of employment         Become knowledgeable in Salesforce s products and its functionalities         Stay up-to-date on the latest in tax and technology developments               Required Skills/Experience           bachelors degree in Finance, Business Analytics or Data Science or related discipline         5-7 years of professional experience in either a Tax or Finance function.           Proficient with following software:           Alteryx (or similar data engineering tools)         Tableau (or similar analytics tools)         Snowflake (or similar data warehousing tools)             Proficient with SQL         Emphasizes design principles (consistency, efficiency, beauty, and clarity) in outputs / work product         Aptitude and passion for learning new things, with an interest in technology         Results driven with high level of collaboration, accountability and integrity         Experience working in a fast-paced, agile, async environment for a multinational company / large accountancy practice         Analytical and problem solving skills, including a strong attention to detail         Experience breaking down process and identifying pain points in order to deliver operational and technical improvements           Degree or equivalent relevant experience required. Experience will be evaluated based on the core competencies for the role (eg extracurricular leadership roles, military experience, volunteer roles, work experience, etc)                 Desired Skills/Experience           Experience in Salesforce ecosystem including Certifications and Trailhead         Experience in coding (eg Apex, Python)     ",70524500537,2024-05-07,2024-08-05,EducationalOccupationalCredential,60,Data Science & Analytics,Business Analyst,Internet,"Accountancy, Automation, Coding, Process improvement, Business analytics, Analytical, Operations, Analytics, SQL, Salesforce",-,9am-6pm,"Full Time, Permanent",Salesforce,Organization,Salesforce,https://img.naukri.com/logo_images/v3/1882140.gif,Hyderabad,Hyderabad,-,-,-
Assurance - Actuarial Science - Life Modeling - Associate 2,"       A career within Actuarial Services, will provide you with the opportunity to contribute general insurance advice and consulting services to clients such as insurers, banks, regulators, and third party administrators     You'll provide advice covering solvency, economic capital, risk management, mergers and acquisitions, company restructuring and risk control, financial modelling, underwriting, new legislation, and the efficiency of claims or reporting processes     Simply put, you might help analyse the impact that new regulation will have on an insurance company s balance sheet or you could be revising businesses projections and making sure they have adequate reserves     As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution         PwC Professional skills and responsibilities for this management level include but are not limited to:             Invite and give in the moment feedback in a constructive manner.     Share and collaborate effectively with others.     Identify and make suggestions for improvements when problems and/or opportunities arise.     Handle, manipulate and analyse data and information responsibly.     Follow risk management and compliance procedures.     Keep up-to-date with developments in area of specialism.     Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.     Build and maintain an internal and external network.     Seek opportunities to learn about how PwC works as a global network of firms.     Uphold the firms code of ethics and business conduct.                               You will play an integral role in leveraging sophisticated actuarial   software to develop, test and run models that perform a variety of complex calculations for our life, annuity, and health insurance clients which includes the following but are not limited to:         Supporting the audits of several of the largest insurers in the world     This includes public, private and mutual insurers     It also includes the insurance operations of several banks and private equity firms     Primarily using Axis and Prophet but also using other vendor software or work on models developed by our clients     Designing, building and testing new models for our clients     We also convert existing models to models supported by other vendors     The models are used for financial and capital reporting, testing client s models, and mergers and acquisitions activities     Using these actuarial models, our team also performs valuation and reporting services for our clients as part of our managed service offering         Specific responsibilities include but are not limited to:         Participating in a wide range of projects and collaborating across multiple work streams or teams; consistently demonstrating creative thinking, individual initiative and timely completion of assigned work     Consistently demonstrating teamwork dynamics by working as a team member: understanding personal and team roles; contributing to a positive working environment by building solid relationships with team members; proactively seek guidance, clarification and feedback     Ability to prepare deliverables within stringent deadlines     Keep up to date with local, national and international business and economic issues     Contribute to the development of your own and team's technical acumen     Serve as participant on communications with numerous Engagement teams     A career in this practice will provide you the opportunity to   help organizations by providing technical actuarial services         You will have the opportunity to specialize in some of the following:         Demonstrating some proven knowledge of, and/or success in managerial roles involving, technical actuarial subject matter specialization, especially in Life or Non-Life industry and regulatory developments     Demonstrating some proven knowledge of database structures and data process flows     Demonstrates some proven abilities and/or success with using actuarial software, preferably Axis or Prophet     Demonstrating some proven abilities and/or success as a team leader: creating a positive environment by monitoring workloads of the team while meeting client expectations and respecting the work-life quality of team members; providing candid, meaningful feedback in a   timely manner; keeping leadership informed of progress and issues; answering questions and providing direction to less-experienced staff     Demonstrating some proven level abilities and/or success with writing, communicating, facilitating, and presenting cogently; to and/or for all levels of industry audiences, clients and internal staff and management             Bachelors in finance / Economics / Mathematics / Statistics (B.Com, B.A(Economics) B.Sc. with Economics / Mathematics / Statistics Hons) with focus on actuarial methods and principals along with following certifications / degree:       - Actively pursuing Membership / Associateship of the Institute and Faculty of Actuaries / Institute of Actuaries of India (or equivalent) with a minimum of 2 Actuarial Exams       Work Experience ranges as below:     - Associate - 0 to 1 year for the members / associate of Actuarial Institutions   - Associate 2 - 1 to 2 years for the members / associate of Actuarial Institutions       Work Experience from following organisations:     - Big 4s - similar experience   - Any of the 24 registered Life Insurance Companies in India like LIC, HDFC Life, ICICI Pru, etc.   - Financial Consultancy / Financial Advisor Companies   - Willis Towers Watson, Milliman, WNS Global Services, Numerica, Accenture   - General Insurance Corporation of India (GIC)   - Foreign Reinsurance Companies - Swiss Re, Munich Re, Scor SE, Hannover Re, RGA Life, XL Insurance Company SE, General Reinsurance AG, AXA France Vie, Allianz Global Corporate & Specialist SE       Advance knowledge on Microsoft Office especially Excel         An additional knowledge of either of the following would be preferred:     - Data Analytics - Python, SQL   - Visualization Tools (Tableau, PowerBI, QuickSight)   - VBA programming   - Proficient written and verbal English communication skills   - Commitment to continuous training and to proactively learn new processes   - Team player - committed to providing high quality and maintaining timeliness   - Demonstrated self-motivation and a desire to take responsibility for personal growth and development. ",51223500544,2023-12-05,2024-03-04,EducationalOccupationalCredential,1,Data Science & Analytics,Business Analyst,Accounting / Auditing,"Health insurance, Claims, Underwriting, Consulting, Actuarial, Risk management, Financial modelling, Balance Sheet, Monitoring, SQL",-,9am-6pm,"Full Time, Permanent",PwC Service Delivery Center,Organization,PwC Service Delivery Center,https://img.naukri.com/logo_images/v3/1428182.gif,"Kolkata, Hyderabad, Bengaluru","Kolkata, Hyderabad, Bengaluru",-,-,-
ASSISTANT DATA ANALYST,"   Our Merchandising Department is. looking for an analytically-driven,. detailed-oriented individual to. join the Aditya team.          This person. will leverage systems and data to. generate reports, create and. track purchase orders, manage. new and current item files, and. perform special projects that. ultimately serve to drive profits. and sales.    ",231221500803,2021-12-23,2022-03-23,EducationalOccupationalCredential,1,Data Science & Analytics,Business Analyst,Pharmaceutical & Life Sciences,Data Analyst,-,9am-6pm,"Full Time, Permanent",Aditya Pharmacy,Organization,Aditya Pharmacy,-,Hyderabad,Hyderabad,-,-,-
